Name,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
The Powerpuff Girls: Him and Seek,2002,0.31,0.11,0,0.01,0.43
Mega Man Zero 2,2003,0.18,0.07,0.17,0.01,0.43
My Spanish Coach,2007,0.4,0,0,0.03,0.43
Wonder Project J: Kikai no Shonen Pino,1994,0,0,0.43,0,0.43
Payday 2,2013,0.22,0.14,0,0.08,0.43
WWE 2K16,2015,0.27,0.12,0,0.04,0.43
Dragon Ball Z: Shin Budokai - Another Road,2007,0.19,0.09,0.08,0.07,0.43
The Fairly Odd Parents: Game Boy Advance Video Volume 1,2004,0.31,0.11,0,0.01,0.43
Mass Effect Trilogy,2012,0.37,0,0,0.06,0.43
Ghostbusters: The Video Game,2009,0.15,0.04,0,0.24,0.43
Hunter: The Reckoning  Wayward,2003,0.21,0.16,0,0.06,0.43
Mischief Makers,1997,0.25,0.06,0.07,0.06,0.43
WipEout 64,1998,0.28,0.14,0,0.01,0.43
EyeToy: AntiGrav,2004,0.36,0.01,0,0.06,0.43
Dora the Explorer: Dora Puppy,2009,0.39,0.01,0,0.03,0.43
EverQuest Online Adventures,2003,0.21,0.16,0,0.05,0.43
OkamiDen,2010,0.21,0.06,0.13,0.02,0.43
Cool Boarders,1996,0.1,0.07,0.24,0.03,0.43
Hometown Story,2013,0.23,0.12,0.04,0.04,0.43
Just Dance 4,2012,0.26,0.11,0,0.06,0.43
Mobile Suit Gundam: Zeonic Front,2001,0.09,0.07,0.25,0.02,0.43
Monopoly,2008,0.21,0.16,0,0.05,0.43
TouchMaster 3,2009,0.29,0.11,0,0.04,0.43
Dawn of Mana,2006,0.07,0.05,0.29,0.02,0.43
Castlevania: Dawn of Sorrow,2005,0.34,0.03,0.03,0.03,0.43
Max Payne 3,2012,0.16,0.22,0,0.05,0.43
Barbie: Groom and Glam Pups,2010,0.25,0.14,0,0.04,0.43
Tales of the World: Radiant Mythology,2006,0.17,0.01,0.23,0.02,0.43
Petz Bunnyz,2008,0.39,0.01,0,0.03,0.43
Alpha Protocol,2010,0.19,0.17,0,0.07,0.43
Wolfenstein: The Old Blood,2015,0.1,0.25,0.02,0.06,0.43
Deer Drive,2010,0.4,0,0,0.02,0.43
Petz: Horsez 2,2007,0.39,0,0,0.03,0.43
Rayman Legends,2013,0.19,0.2,0,0.04,0.43
Madden NFL 2003,2002,0.33,0.09,0,0.01,0.43
Backyard Baseball,2002,0.31,0.11,0,0.01,0.43
Midway Arcade Treasures,2003,0.33,0.08,0,0.01,0.43
Disney Sing It,2008,0.39,0.01,0,0.03,0.43
Remington Great American Bird Hunt,2009,0.4,0,0,0.03,0.43
Microsoft Flight Simulator X,2006,0.02,0.36,0,0.05,0.43
Bakugan: Battle Brawlers,2009,0.21,0.16,0,0.05,0.43
NHL FaceOff 99,1997,0.24,0.16,0,0.03,0.43
SEGA Classics Collection,2005,0.21,0.16,0,0.05,0.43
Crash: Mind Over Mutant,2008,0.35,0.05,0,0.03,0.43
Naruto: Ninja Council 3,2006,0.39,0,0,0.03,0.42
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,2011,0,0,0.42,0,0.42
Neon Genesis Evangelion 2nd Impression,1997,0,0,0.42,0,0.42
NBA Street,2002,0.33,0.09,0,0.01,0.42
Def Jam Icon,2007,0.16,0.19,0,0.08,0.42
2014 FIFA World Cup Brazil,2014,0.15,0.25,0,0.03,0.42
The Legend of Spyro: The Eternal Night,2007,0.21,0.16,0,0.05,0.42
Atelier Totori: The Adventurer of Arland,2010,0.12,0.06,0.21,0.03,0.42
Mega Man Battle Network,2001,0.14,0.05,0.22,0.01,0.42
Juiced: Eliminator,2006,0.11,0.2,0,0.12,0.42
25 to Life,2006,0.35,0.01,0,0.06,0.42
NHL 2K6,2005,0.21,0.16,0,0.05,0.42
Medal of Honor: Rising Sun,2003,0.33,0.09,0,0.01,0.42
The Sims,2003,0.31,0.1,0,0.01,0.42
Dog's Life,2003,0.21,0.16,0,0.05,0.42
The X Files,1999,0.24,0.16,0,0.03,0.42
Super Wagyan Land,1991,0,0,0.42,0,0.42
Rascal,1998,0.24,0.16,0,0.03,0.42
"Barbie: Jet, Set & Style!",2011,0.34,0.05,0,0.03,0.42
Tony Hawk's American Wasteland,2005,0.33,0.08,0,0.01,0.42
Command & Conquer 3: Tiberium Wars,2007,0.35,0.04,0,0.03,0.42
Sin and Punishment: Star Successor,2009,0.19,0.14,0.06,0.03,0.42
Crash: Mind Over Mutant,2008,0.11,0.2,0,0.11,0.42
Ben 10 Alien Force: Vilgax Attacks,2009,0.22,0.16,0,0.04,0.42
Famicom Mini: Super Mario Bros. 2,2004,0,0,0.41,0.01,0.42
Colony Wars,1997,0.24,0.16,0,0.03,0.42
All-Star Baseball 2004,2003,0.21,0.16,0,0.05,0.42
Big Strike Bowling,2003,0.23,0.16,0,0.03,0.42
Skylanders: SuperChargers,2015,0.25,0.13,0,0.04,0.42
Ben 10 Alien Force: Vilgax Attacks,2009,0.13,0.19,0,0.11,0.42
NASCAR Thunder 2002,2001,0.23,0.16,0,0.03,0.42
Batman: Arkham Origins Blackgate,2013,0.16,0.17,0,0.1,0.42
Zone of the Enders HD Collection,2012,0.21,0.07,0.09,0.05,0.42
Grandia,1997,0,0,0.42,0,0.42
2010 FIFA World Cup South Africa,2010,0.23,0.15,0.01,0.04,0.42
ESPN NHL 2K5,2004,0.32,0.09,0,0.02,0.42
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,2005,0.3,0.11,0,0.01,0.42
Hot Wheels World Race,2003,0.21,0.16,0,0.05,0.42
Avatar: The Last Airbender - The Burning Earth,2007,0.21,0.16,0,0.05,0.42
Superman: Shadow of Apokolips,2002,0.21,0.16,0,0.05,0.42
Trials Fusion,2014,0.13,0.22,0.01,0.07,0.42
American Chopper,2004,0.35,0.01,0,0.06,0.42
NASCAR Kart Racing,2009,0.39,0,0,0.03,0.42
Star Wars Trilogy: Apprentice of the Force,2004,0.3,0.11,0,0.01,0.42
Guitar Hero: Smash Hits,2009,0.23,0.15,0,0.04,0.42
Lemony Snicket's A Series of Unfortunate Events,2004,0.3,0.11,0,0.01,0.42
JGTC: All-Japan Grand Touring Car Championship,1998,0.23,0.16,0,0.03,0.42
Virtua Tennis 4: World Tour,2011,0.04,0.28,0.01,0.09,0.42
Arc the Lad III,1999,0,0,0.39,0.03,0.42
Just Dance: Summer Party,2011,0.4,0,0,0.02,0.42
SpongeBob's Truth or Square (US sales),2009,0.42,0,0,0,0.42
Mobile Suit Gundam: Gundam vs. Gundam,2008,0,0,0.42,0,0.42
Test Drive,2002,0.35,0.05,0,0.02,0.42
Jikkyou Powerful Pro Yakyuu 11,2004,0,0,0.42,0,0.42
Petz: Horsez 2,2007,0.39,0,0,0.03,0.42
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,2003,0.21,0.16,0,0.05,0.42
Pirates of the Caribbean: At World's End,2007,0.15,0.17,0,0.1,0.42
Dr. Mario 64,2001,0.34,0.07,0,0,0.42
Jikkyou Powerful Pro Yakyuu 6,1999,0,0,0.39,0.03,0.42
Army Men: Sarge's Heroes 2,2000,0.34,0.07,0,0,0.42
Rush 2: Extreme Racing USA,1998,0.35,0.06,0,0,0.42
NFL Blitz 2001,2000,0.34,0.07,0,0,0.42
James Bond 007: Everything or Nothing,2004,0.32,0.08,0,0.01,0.42
NBA Live 06,2005,0.39,0,0,0.03,0.42
MLB 08: The Show,2008,0.35,0.01,0,0.06,0.42
Horsez,2006,0.38,0.01,0,0.03,0.42
Dance Dance Revolution Ultramix 2,2004,0.32,0.09,0,0.02,0.42
Mega Man Anniversary Collection,2004,0.32,0.08,0,0.01,0.42
Crash: Mind Over Mutant,2008,0.38,0,0,0.03,0.42
Super Famista 4,1995,0,0,0.42,0,0.42
The Fairly Odd Parents: Game Boy Advance Video Volume 2,2004,0.3,0.11,0,0.01,0.42
How to Train Your Dragon,2010,0.23,0.15,0,0.04,0.42
Cabela's Legendary Adventures,2008,0.21,0.16,0,0.05,0.42
Story of Seasons,2014,0,0.14,0.27,0.01,0.42
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,2010,0,0,0.42,0,0.42
Harry Potter and the Goblet of Fire,2005,0.32,0.08,0,0.01,0.42
Thrillville: Off the Rails,2007,0.2,0.16,0,0.05,0.42
Metro: Last Light,2013,0.14,0.18,0.03,0.07,0.42
NBA 2K11,2010,0.39,0,0,0.03,0.42
Mega Man X6,2001,0.14,0.1,0.16,0.03,0.42
BloodRayne,2002,0.2,0.16,0,0.05,0.42
Kumamon Bomber: Puzzle de Kumamon Taisou,2005,0.32,0.08,0,0.01,0.42
Castlevania: Curse of Darkness,2005,0.18,0.14,0.05,0.05,0.42
NBA 2K13,2012,0.36,0.03,0,0.03,0.42
International Superstar Soccer Pro '98,1998,0.02,0.02,0.35,0.03,0.42
LEGO Rock Band,2009,0.24,0.12,0,0.06,0.42
Jimmy Neutron: Boy Genius,2001,0.3,0.11,0,0.01,0.42
Black,2006,0.31,0.09,0,0.01,0.42
Double Pack: Finding Nemo / The Incredibles,2006,0.31,0.09,0,0.01,0.42
Spec Ops: The Line,2012,0.21,0.17,0,0.04,0.42
NHL Slapshot,N/A,0.39,0,0,0.02,0.42
Paper Mario: Color Splash,2016,0.2,0.14,0.05,0.03,0.42
Valkyrie Profile: Covenant of the Plume,2008,0.22,0.02,0.16,0.02,0.42
Vanquish,2010,0.19,0.16,0.03,0.04,0.42
Solitaire Overload,2007,0.39,0,0,0.03,0.42
TRON: Evolution,2010,0.27,0.09,0,0.05,0.42
Lord of the Rings: The Third Age,2004,0.31,0.09,0,0.01,0.42
Pirates of the Caribbean: At World's End,2007,0.2,0.16,0,0.05,0.42
Mega Man Legends 2,2000,0.17,0.12,0.1,0.03,0.42
X-Men vs. Street Fighter,1997,0.16,0.11,0.12,0.03,0.42
Blazing Angels: Squadrons of WWII,2006,0.36,0.02,0,0.03,0.42
Zack & Wiki: Quest for Barbaros' Treasure,2007,0.18,0.16,0.03,0.04,0.42
High Rollers Casino,2004,0.2,0.16,0,0.05,0.42
TERA,N/A,0.25,0.12,0,0.05,0.42
Attack on Titan: Humanity in Chains,2013,0,0,0.42,0,0.42
The Suffering,2004,0.2,0.16,0,0.05,0.42
Cyber Troopers Virtual-On,1995,0,0,0.42,0,0.42
Star Wars Starfighter: Special Edition,2001,0.3,0.1,0,0.02,0.42
Animal Crossing: Amiibo Festival,2015,0.19,0.11,0.09,0.03,0.41
NBA Jam,2003,0.2,0.16,0,0.05,0.41
Zone of the Enders: The 2nd Runner,2003,0.15,0.12,0.11,0.04,0.41
Just Dance 2014,2013,0.19,0.16,0,0.07,0.41
Jampack Spring 2004 (RP-T),2003,0.2,0.16,0,0.05,0.41
Dexter's Laboratory Deesaster Strikes,2001,0.3,0.11,0,0.01,0.41
NFL GameDay 2004,2003,0.2,0.16,0,0.05,0.41
Condemned: Criminal Origins,2005,0.36,0.02,0,0.03,0.41
Scooby-Doo and the Cyber Chase,2001,0.3,0.11,0,0.01,0.41
Wheel of Fortune,2010,0.39,0,0,0.03,0.41
Tomb Raider: The Last Revelation,1998,0.41,0,0,0,0.41
pro evolution soccer 2011,2010,0.04,0.21,0.05,0.11,0.41
Sega Rally Championship 2,1999,0,0,0.41,0,0.41
Quake II,1998,0.23,0.16,0,0.03,0.41
Crash of the Titans,2007,0.34,0.01,0,0.06,0.41
EA Sports UFC 2,2016,0.24,0.14,0,0.04,0.41
MLB 10: The Show,2010,0.2,0.16,0,0.05,0.41
Wheel of Fortune: 2nd Edition,2000,0.23,0.16,0,0.03,0.41
Tom Clancy's Rainbow Six: Lockdown,2005,0.26,0.13,0,0.02,0.41
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,2009,0,0,0.41,0,0.41
TimeShift,2007,0.36,0.02,0,0.03,0.41
Cool Boarders 2001,2000,0.23,0.16,0,0.03,0.41
Grudge Warriors,1999,0.23,0.16,0,0.03,0.41
Farming Simulator 17,2016,0.05,0.31,0,0.06,0.41
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,2000,0,0,0.39,0.03,0.41
Castlevania: The Dracula X Chronicles,2007,0.22,0.09,0.04,0.07,0.41
Mobile Suit Gundam,1995,0,0,0.41,0,0.41
Tom Clancy's HAWX 2,2010,0.21,0.12,0.03,0.05,0.41
Battlefield: Hardline,2015,0.13,0.15,0.07,0.06,0.41
Jimmy Neutron: Boy Genius,2002,0.2,0.16,0,0.05,0.41
Itadaki Street DS,2007,0,0,0.41,0,0.41
X-Men: The Official Game,2006,0.2,0.16,0,0.05,0.41
Terraria,2013,0.07,0.2,0.09,0.05,0.41
LEGO Dimensions,2015,0.22,0.15,0,0.04,0.41
Football Manager Handheld 2011,2010,0,0.27,0,0.14,0.41
300: March to Glory,2007,0.27,0.08,0,0.07,0.41
Marvel Super Hero Squad,2009,0.36,0.02,0,0.03,0.41
Call of Duty: Modern Warfare: Mobilized,2009,0.36,0.02,0,0.03,0.41
NHL 15,2014,0.31,0.06,0,0.04,0.41
E0: Enemy Zero,1996,0,0,0.41,0,0.41
Tom Clancy's The Division,2016,0.22,0.15,0,0.04,0.41
Yu-Gi-Oh! GX: Tag Force 2,2007,0.03,0.19,0.1,0.1,0.41
Nicktoons: Unite!,2005,0.34,0.01,0,0.06,0.41
JumpStart: Escape from Adventure Island,2009,0.38,0,0,0.03,0.41
Green Day: Rock Band,2010,0.19,0.15,0,0.06,0.41
NASCAR Racing,1996,0.23,0.16,0,0.03,0.41
FIFA 14,2013,0.08,0.23,0.01,0.09,0.41
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,2009,0,0,0.41,0,0.41
Cars: Race-O-Rama,2009,0.29,0.07,0,0.06,0.41
Boku no Natsuyasumi 2: Umi no Bouken Hen,2002,0,0,0.41,0,0.41
F1 2014,2014,0.07,0.26,0.02,0.06,0.41
Command & Conquer: Red Alert,1997,0.23,0.16,0,0.03,0.41
Cars: Mater-National Championship,2007,0.37,0.01,0,0.03,0.41
Call of Duty: Black Ops II,2012,0.2,0.18,0,0.03,0.41
Ogre Battle 64: Person of Lordly Caliber,1999,0.1,0.02,0.25,0.04,0.41
Superman: The New Superman Adventures,1999,0.33,0.07,0,0,0.41
Dig Dug,1985,0,0,0.41,0,0.41
BioShock,2007,0.01,0.39,0,0.02,0.41
The Terminator: Dawn of Fate,2002,0.2,0.16,0,0.05,0.41
Rogue Galaxy: Director's Cut,2007,0.2,0.16,0,0.05,0.41
Armored Core,1997,0.13,0.09,0.16,0.03,0.41
The Smurfs,2011,0.23,0.14,0,0.04,0.41
Densha De Go! 2,1999,0,0,0.38,0.03,0.41
Medal of Honor Heroes 2,2007,0.33,0.04,0.01,0.03,0.41
Top Spin 4,2011,0.15,0.22,0,0.04,0.41
James Patterson Women's Murder Club: Games of Passion,2009,0.15,0.22,0,0.05,0.41
Band Hero,2009,0.15,0.06,0,0.2,0.41
Armored Core 2: Another Age,2001,0.11,0.08,0.19,0.03,0.41
Buzz! Junior: Jungle Party,2006,0.2,0.16,0,0.05,0.41
God Eater 2: Rage Burst,2015,0,0.03,0.37,0.01,0.41
Mortal Kombat: Deadly Alliance,2002,0.31,0.08,0,0.01,0.41
NBA 2K11,2010,0.34,0.01,0,0.06,0.41
AKB1/48: Idol to Koishitara...,2010,0,0,0.41,0,0.41
Pro Pinball,1996,0.23,0.15,0,0.03,0.41
NiGHTS: Journey of Dreams,2007,0.32,0.02,0.04,0.03,0.41
'98 Koshien,1998,0.15,0.1,0.12,0.03,0.41
Harvest Moon: Grand Bazaar,2008,0.21,0.05,0.13,0.02,0.41
NBA 2K9,2008,0.34,0.01,0,0.06,0.41
Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),2001,0,0,0.4,0.01,0.41
Up,2009,0.24,0.09,0,0.07,0.41
Hatsune Miku: Project Diva 2nd,2010,0,0,0.41,0,0.41
Marvel: Ultimate Alliance 2,2009,0.23,0.02,0,0.16,0.41
Monster Jam: Urban Assault,2008,0.38,0,0,0.03,0.41
Call of Duty: Advanced Warfare,2014,0.15,0.23,0,0.03,0.41
Mario no Super Picross,1995,0,0,0.41,0,0.41
UEFA Euro 2008 Austria-Switzerland,2008,0.08,0.26,0,0.06,0.41
"Ed, Edd n Eddy: The Mis-Edventures",2005,0.34,0.01,0,0.06,0.41
Jikkyou Powerful Pro Yakuu '94,1994,0,0,0.41,0,0.41
Disney's Tarzan Untamed,2001,0.2,0.16,0,0.05,0.41
WWE All Stars,2011,0.16,0.18,0,0.07,0.41
Green Day: Rock Band,2010,0.24,0.13,0,0.04,0.41
Harry Potter and the Deathly Hallows - Part 1,2010,0.19,0.18,0,0.04,0.41
Resistance: Burning Skies,2012,0.18,0.15,0.02,0.06,0.41
Battlefield 2: Modern Combat,2006,0.35,0.02,0.01,0.03,0.41
Rocksmith 2014,2014,0.29,0.08,0,0.04,0.41
Knockout Kings 2001,2000,0.23,0.15,0,0.03,0.41
From Russia With Love,2005,0.34,0.01,0,0.06,0.41
Fantastic Pets,2011,0.3,0.08,0,0.03,0.41
BlazBlue: Continuum Shift,2010,0.21,0.07,0.09,0.04,0.41
Duke Nukem Forever,2011,0.18,0.17,0,0.06,0.41
Dragon Quest X,2013,0,0,0.41,0,0.41
Minority Report: Everybody Runs,2002,0.2,0.15,0,0.05,0.41
Katamari Forever,2009,0.26,0.04,0.06,0.04,0.4
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,2003,0.23,0.15,0,0.03,0.4
NFL GameDay 2002,2001,0.23,0.15,0,0.03,0.4
Pengo,1983,0.38,0.02,0,0,0.4
Spider-Man: Web of Shadows,2008,0.36,0.02,0,0.03,0.4
Naughty Bear,2010,0.21,0.15,0,0.04,0.4
Mouse Trap,1981,0.38,0.02,0,0,0.4
Tak and the Power of Juju,2003,0.31,0.08,0,0.01,0.4
Six Flags Fun Park,2009,0.27,0.09,0,0.04,0.4
Just Dance Kids 2,2011,0.29,0.08,0,0.03,0.4
Beowulf: The Game,2007,0.36,0.01,0,0.03,0.4
NBA Jam,2010,0.36,0.02,0,0.02,0.4
Rune Factory 3: A Fantasy Harvest Moon,2009,0.26,0.03,0.1,0.02,0.4
Dragon Quest Builders: Revive Alefgard,2016,0.04,0.11,0.22,0.03,0.4
Star Wars The Clone Wars: Republic Heroes,2009,0.21,0.12,0,0.07,0.4
Tales of Zestiria,2015,0.17,0.15,0.02,0.06,0.4
Metal Gear Solid: The Legacy Collection,2013,0.31,0.01,0.03,0.06,0.4
Medarot: Kabuto / Kuwagata Version,1997,0,0,0.4,0,0.4
NBA 2K10,2009,0.33,0.01,0,0.05,0.4
Defender,2002,0.2,0.15,0,0.05,0.4
NFL GameDay 2003,N/A,0.2,0.15,0,0.05,0.4
TNA iMPACT!,2008,0.22,0.12,0,0.06,0.4
Taiko no Tatsujin Wii: Dodon to 2 Yome!,2009,0,0,0.4,0,0.4
Congo Bongo,1982,0.37,0.02,0,0,0.4
Gauntlet: Seven Sorrows,2005,0.2,0.15,0,0.05,0.4
Harry Potter: Quidditch World Cup,2003,0.31,0.08,0,0.01,0.4
Warriors Orochi 2 (JP sales),2008,0,0,0.4,0,0.4
Cabela's Big Game Hunter 2010,2009,0.37,0,0,0.03,0.4
Overlord,2007,0.34,0.03,0.01,0.03,0.4
The Chronicles of Narnia: Prince Caspian,2008,0.2,0.15,0,0.05,0.4
The Incredibles: Rise of the Underminer,2005,0.29,0.11,0,0.01,0.4
Life is Strange,2016,0.15,0.15,0.03,0.06,0.4
Pet in TV,1997,0,0,0.38,0.03,0.4
Battalion Wars,2005,0.25,0.07,0.07,0.01,0.4
NBA ShootOut 2000,1999,0.22,0.15,0,0.03,0.4
Power Rangers: Dino Thunder,2004,0.31,0.08,0,0.01,0.4
Samurai Shodown,1994,0,0,0.4,0,0.4
Mass Effect Trilogy,2012,0.28,0.09,0,0.03,0.4
The Wonderful 101,2013,0.19,0.1,0.08,0.03,0.4
SpongeBob SquigglePants,2011,0.35,0.02,0,0.03,0.4
Fighting Vipers,1995,0,0,0.4,0,0.4
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,2009,0.27,0.01,0.09,0.03,0.4
NCAA GameBreaker 2000,1999,0.22,0.15,0,0.03,0.4
Asura's Wrath,2012,0.18,0.12,0.06,0.05,0.4
The Legend of Spyro: Dawn of the Dragon,2008,0.12,0.01,0,0.27,0.4
AKB1/48: Idol to Guam de Koishitara...,2011,0,0,0.4,0,0.4
NFL Quarterback Club 2000,1999,0.37,0.03,0,0,0.4
Mortal Kombat Mythologies: Sub-Zero,1997,0.32,0.07,0,0,0.4
RR64: Ridge Racer 64,1999,0.32,0.07,0,0,0.4
Top Gear Rally,1997,0.32,0.07,0,0,0.4
18 Wheeler: American Pro Trucker,2001,0.2,0.15,0,0.05,0.4
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009,0.17,0.14,0,0.08,0.4
Wall-E,2008,0.12,0.21,0,0.08,0.4
Atari Anthology,2004,0.33,0.01,0,0.05,0.4
FIFA 14,2013,0.01,0.36,0,0.03,0.4
Bugs Bunny: Lost in Time,1999,0.22,0.15,0,0.03,0.4
Hot Wheels: Beat That!,2007,0.2,0.15,0,0.05,0.4
MLB 2006,2005,0.33,0.01,0,0.05,0.4
Ragnarok Odyssey,2012,0.2,0.01,0.16,0.03,0.4
Brunswick Pro Bowling,2007,0.2,0.15,0,0.05,0.4
The Gunstringer,2011,0.26,0.1,0,0.04,0.4
Rocket Power: Dream Scheme,2001,0.29,0.11,0,0.01,0.4
Marvel: Ultimate Alliance,2006,0.36,0,0,0.03,0.4
LEGO Harry Potter: Years 5-7,N/A,0.18,0.19,0,0.03,0.4
My Virtual Tutor: Reading Adventure First to Second Grade,2009,0.37,0,0,0.03,0.4
MX vs. ATV Unleashed,2005,0.32,0.07,0,0.01,0.4
FIFA Soccer 13,2012,0.02,0.31,0,0.07,0.4
Rampage: Total Destruction,2006,0.31,0.08,0,0.01,0.4
Style Lab: Makeover,2009,0.34,0.03,0,0.03,0.4
The Urbz: Sims in the City,2004,0.24,0.14,0,0.02,0.4
Road Rash: Jailbreak,1999,0.22,0.15,0,0.03,0.4
Disney Sing It! High School Musical 3: Senior Year,2008,0.08,0.26,0,0.06,0.4
Mother 3,2006,0,0,0.39,0.01,0.4
Nicktoons: Freeze Frame Frenzy,2004,0.29,0.11,0,0.01,0.4
Monster Trucks Mayhem,2009,0.38,0,0,0.02,0.4
You Don't Know Jack,1999,0.22,0.15,0,0.03,0.4
Rapala Pro Bass Fishing 2010,2010,0.32,0.05,0,0.03,0.4
WWE SmackDown! vs. RAW 2006,2005,0.36,0,0,0.03,0.4
Mafia II,2010,0.17,0.17,0,0.05,0.4
Avatar: The Game,2009,0.18,0.18,0,0.04,0.4
Mystery Dungeon: Shiren the Wanderer,1995,0,0,0.4,0,0.4
Pro Evolution Soccer 2016,2015,0.09,0.12,0.15,0.04,0.4
Star Wars: Clone Wars,2002,0.31,0.08,0,0.01,0.4
NBA Live 2002,2001,0.35,0.03,0,0.02,0.4
Sega Superstars Tennis,2008,0.13,0.2,0,0.07,0.4
Spore Hero,2009,0.35,0.02,0,0.03,0.4
Winter Sports 2: The Next Challenge,2008,0.17,0.18,0,0.04,0.4
Boku no Natsuyasumi,2000,0,0,0.37,0.03,0.4
I-Ninja,2003,0.19,0.15,0,0.05,0.4
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,0.32,0.03,0.01,0.04,0.4
Moshi Monsters: Moshlings Theme Park,2012,0.03,0.33,0,0.04,0.4
Ghostbusters: The Video Game,2009,0.24,0.12,0,0.04,0.4
Command & Conquer,1996,0.22,0.15,0,0.03,0.4
Harvest Moon: Save the Homeland,N/A,0.19,0.15,0,0.05,0.4
SD Gundam G Generation Seed,2004,0,0,0.4,0,0.4
Call of Duty: Finest Hour,2004,0.31,0.08,0,0.01,0.4
Naruto: Path of the Ninja,2007,0.37,0,0,0.03,0.4
Tales of Phantasia,1995,0,0,0.4,0,0.4
Speed Racer: The Videogame,2008,0.35,0.02,0,0.03,0.4
Castlevania: Portrait of Ruin,2006,0.31,0.02,0.04,0.03,0.4
Suzuki TT Superbikes,2005,0.33,0.01,0,0.05,0.4
Rumble Roses,2004,0.19,0.15,0,0.05,0.39
Disney Infinity 3.0,2015,0.21,0.15,0,0.03,0.39
Tomb Raider: Anniversary,2007,0.12,0.22,0,0.05,0.39
Sherlock Holmes: The Mystery of the Mummy,2009,0.06,0.3,0,0.04,0.39
Fantastic Four: Rise of the Silver Surfer,2007,0.19,0.15,0,0.05,0.39
Ultimate Spider-Man,2005,0.26,0.11,0,0.02,0.39
Littlest Pet Shop,2008,0.33,0.03,0,0.03,0.39
Juiced 2: Hot Import Nights,2007,0.19,0.15,0.01,0.05,0.39
Star Wars The Clone Wars: Republic Heroes,2009,0.22,0.14,0,0.04,0.39
NHL 99,1998,0.38,0.01,0,0,0.39
LEGO The Lord of the Rings,2012,0.2,0.16,0,0.03,0.39
Danball Senki,2011,0,0,0.39,0,0.39
No More Heroes 2: Desperate Struggle,2010,0.2,0.11,0.04,0.03,0.39
NASCAR Heat,2000,0.22,0.15,0,0.03,0.39
Planet 51,2009,0.22,0.14,0,0.04,0.39
Bloody Roar,1997,0.22,0.15,0,0.03,0.39
Bump 'n' Jump,1982,0.37,0.02,0,0,0.39
Mobile Suit Gundam: Lost War Chronicles,2002,0,0,0.39,0,0.39
Legends of WrestleMania,2009,0.2,0.15,0,0.04,0.39
Fishing Resort,2011,0.14,0,0.25,0.01,0.39
Disney's Brother Bear,2003,0.28,0.1,0,0.01,0.39
Armored Core V,2012,0.09,0.04,0.24,0.02,0.39
NBA Live 09,2008,0.32,0.01,0.01,0.05,0.39
Saints Row IV,2015,0.13,0.18,0.03,0.06,0.39
Mass Effect 2,2010,0.01,0.32,0,0.06,0.39
Harry Potter and the Deathly Hallows - Part 1,2010,0.13,0.2,0,0.07,0.39
The House of The Dead III,2002,0.29,0.08,0,0.01,0.39
Project X Zone,2012,0.18,0.04,0.15,0.02,0.39
NBA Jam,2010,0.22,0.12,0,0.06,0.39
Fire Emblem: Fuuin no Tsurugi,2002,0,0,0.39,0,0.39
Dishonored,2015,0.12,0.2,0.02,0.06,0.39
Dark Souls III,2016,0.26,0.09,0,0.04,0.39
NBA Jam,2010,0.27,0.09,0,0.03,0.39
Dancing with the Stars: We Dance!,2008,0.36,0,0,0.03,0.39
NBA Live 09,2008,0.23,0.07,0.03,0.06,0.39
Ener-G: Gym Rockets,2008,0.36,0,0,0.03,0.39
Laser Blast,1981,0.37,0.02,0,0,0.39
Madden NFL Football,2011,0.36,0.01,0,0.03,0.39
Thrasher Presents: Skate and Destroy,1998,0.22,0.15,0,0.03,0.39
Are You Smarter than a 5th Grader? Make the Grade,2008,0.36,0,0,0.03,0.39
Donkey Konga 2,2004,0.3,0.08,0,0.01,0.39
SpongeBob's Truth or Square (US sales),2009,0.39,0,0,0,0.39
Tear Ring Saga Yutona Eiyuu Senki,2001,0,0,0.37,0.03,0.39
Transformers: Fall of Cybertron,2012,0.19,0.14,0,0.06,0.39
Alpha Protocol,2010,0.23,0.12,0,0.04,0.39
Metal Gear Solid HD Edition,2012,0.12,0.16,0.05,0.06,0.39
FIFA 12,2011,0.08,0.26,0,0.05,0.39
Taiko no Tatsujin Wii: Ketteiban,2011,0,0,0.39,0,0.39
SSX 3,2003,0.29,0.08,0,0.01,0.39
Combat of Giants: Dinosaurs 3D,2011,0.25,0.06,0.05,0.03,0.39
Madden NFL 2005,2004,0.28,0.1,0,0.01,0.39
All-Star Baseball 2000,1999,0.36,0.03,0,0,0.39
